MySQL Shell 8.0.32

Copyright (c) 2016, 2023, Oracle and/or its affiliates.
Oracle is a registered trademark of Oracle Corporation and/or its affiliates.
Other names may be trademarks of their respective owners.

Type '\help' or '\?' for help; '\quit' to exit.
 MySQL  JS > \sql
Switching to SQL mode... Commands end with ;
 MySQL  SQL > \connect --mc root@localhost
Creating a Classic session to 'root@localhost'
Please provide the password for 'root@localhost': *************
Save password for 'root@localhost'? [Y]es/[N]o/Ne[v]er (default No): N
Fetching global names for auto-completion... Press ^C to stop.
Your MySQL connection id is 10
Server version: 8.0.32 MySQL Community Server - GPL
No default schema selected; type \use <schema> to set one.
 MySQL  localhost:3306 ssl  SQL > show databases;
+--------------------+
| Database           |
+--------------------+
| agencia            |
| ejemplo            |
| ejemplotdcs        |
| evaluacion_1       |
| information_schema |
| mysql              |
| ordenes_compra     |
| performance_schema |
| recursos_humanos   |
| sakila             |
| sys                |
| tarjetas_credito   |
| world              |
+--------------------+
13 rows in set (0.0018 sec)
 MySQL  localhost:3306 ssl  SQL > \use tarjetas_credito
Default schema set to `tarjetas_credito`.
Fetching global names, object names from `tarjetas_credito` for auto-completion... Press ^C to stop.
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL >  show tables;
+----------------------------+
| Tables_in_tarjetas_credito |
+----------------------------+
| bancos                     |
| clientes                   |
| tarjetas                   |
+----------------------------+
3 rows in set (0.0026 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\clientes.csv'
                                                 -> INTO TABLE Clientes
                                                 -> FIELDS TERMINATED BY ','
                                                 -> ENCLOSED BY '"'
                                                 -> LINES TERMINATED BY '\r\n'
                                                 -> IGNORE 1 LINES
                                                 -> (nombre_cliente);
Query OK, 5000 rows affected (0.1332 sec)

Records: 5000  Deleted: 0  Skipped: 0  Warnings: 0
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM Clientes
                                                 -> ;
+------------+--------------------------+
| cliente_id | nombre_cliente           |
|       2495 | Jose Y Russo             |
|       2496 | Josef I Swank            |
|       2497 | Josef Outlaw             |
|       2498 | Joselyn Q Mcclanahan     |
|       2499 | Joseph Calderon          |
|       2500 | Joseph Holloway          |
|       2501 | Joseph O Daughtry        |
|       2502 | Joseph Roth              |
|       2503 | Joseph S Barrett         |
|       2504 | Joseph S Tibbetts        |
|       2505 | Joseph W Fisher          |
|       2506 | Joseph Walters           |
|       2507 | Joseph Y Henry           |
|       2508 | Joseph Y Ireland         |
|       2509 | Josephina U Lucas        |
|       2510 | Josephine E Riggs        |
|       2511 | Josephine Lamb           |
|       2512 | Josephine P Cunningham   |
|       2513 | Josephine Q Wells        |
|       2514 | Josephine S Mcmillan     |
|       2515 | Josephine T Ward         |
|       2516 | Josephine Y Baez         |
|       2517 | Josh Y Driver            |
|       2518 | Joshua B Reese           |
|       2519 | Joshua Fowler            |
|       2520 | Joshua G Hyde            |
|       2521 | Joshua L Larsen          |
|       2522 | Joshua Q Howard          |
|       2523 | Joshua V Merrill         |
|       2524 | Joshua Z Hayes           |
|       2525 | Josphine X Earle         |
|       2526 | Joy U Pratt              |
|       2527 | Joyce E Faber            |
|       2528 | Joyce E Mckenzie         |
|       2529 | Joyce F Stephens         |
|       2530 | Joyce O Holden           |
|       2531 | Joyce P Evans            |
|       2532 | Joyce Pierce             |
|       2533 | Joyce Ward               |
|       2534 | Joyce Z Gentry           |
|       2535 | Joycelyn Canady          |
|       2536 | Joycelyn P Brunner       |
|       2537 | Juan A Franks            |
|       2538 | Juan Bruno               |
|       2539 | Juan C Mccarty           |
|       2540 | Juan Gonzalez            |
|       2541 | Juan I May               |
|       2542 | Juan J Marshall          |
|       2543 | Juan Melton              |
|       2544 | Juan T Ramos             |
|       2545 | Juanita Bonner           |
|       2546 | Juanita Carroll          |
|       2547 | Juanita E Moon           |
|       2548 | Juanita Frost            |
|       2549 | Juanita N Watts          |
|       2550 | Juanita O Finch          |
|       2551 | Juanita R Turner         |
|       2552 | Juanita U Whitehead      |
|       2553 | Judith B Pitts           |
|       2554 | Judith Bryan             |
|       2555 | Judith Hutchinson        |
|       2556 | Judith N Battle          |
|       2557 | Judith P Parrish         |
|       2558 | Judith Q Heath           |
|       2559 | Judith Velazquez         |
|       2560 | Judy Evans               |
|       2561 | Judy O Byers             |
|       2562 | Judy Rivera              |
|       2563 | Judy T Herrera           |
|       2564 | Judy U Pollard           |
|       2565 | Judy W Lucas             |
|       2566 | Jules F Otoole           |
|       2567 | Juli G Robert            |
|       2568 | Julia Burks              |
|       2569 | Julia J Lyons            |
|       2570 | Julia R Keith            |
|       2571 | Julian W Hanna           |
|       2572 | Juliane Kell             |
|       2573 | Juliann Q Orth           |
|       2574 | Julianna Z Baugh         |
|       2575 | Julie I Stephens         |
|       2576 | Julie N Aguilar          |
|       2577 | Julie P Cullen           |
|       2578 | Julie Rasmussen          |
|       2579 | Julie Romero             |
|       2580 | Julie Sanford            |
|       2581 | Julieann Pride           |
|       2582 | Juliet U Rodgers         |
|       2583 | Julius Duval             |
|       2584 | June F Clay              |
|       2585 | June G Eagle             |
|       2586 | June M Murray            |
|       2587 | June N Woodard           |
|       2588 | June Nash                |
|       2589 | June Q Mclean            |
|       2590 | June R Ballard           |
|       2591 | Jung H Usher             |
|       2592 | Jung M Huddleston        |
|       2593 | Jung Weathers            |
|       2594 | Junior Satterfield       |
|       2595 | Justin Perry             |
|       2596 | Justin R Booker          |
|       2597 | Justin X Delgado         |
|       2598 | Justine A Lipscomb       |
|       2599 | Kacie L Dunn             |
|       2600 | Kaila B Huston           |
|       2601 | Kaitlyn Z Parr           |
|       2602 | Kaleigh Walter           |
|       2603 | Kaley A Whitehurst       |
|       2604 | Kamala D Lohr            |
|       2605 | Kamala Waller            |
|       2606 | Kandi R Dunaway          |
|       2607 | Kandice A Barrows        |
|       2608 | Kandra Brooks            |
|       2609 | Kanesha Z Ashe           |
|       2610 | Kareem Merrick           |
|       2611 | Kareem T Neff            |
|       2612 | Kareen R Layton          |
|       2613 | Karen A Kline            |
|       2614 | Karen B Carr             |
|       2615 | Karen O Rhodes           |
|       2616 | Karen P Fox              |
|       2617 | Karen V Dillon           |
|       2618 | Karen William            |
|       2619 | Karen Y Hauser           |
|       2620 | Karen Z Boyer            |
|       2621 | Karena K Pender          |
|       2622 | Karie M Yost             |
|       2623 | Karisa Fortenberry       |
|       2624 | Karl Montes              |
|       2625 | Karly M Soria            |
|       2626 | Karolyn W Weatherly      |
|       2627 | Karolyn Y Ingalls        |
|       2628 | Karon I Loyd             |
|       2629 | Karry I Fay              |
|       2630 | Kasey E Dale             |
|       2631 | Katelynn Juarez          |
|       2632 | Katerine Q Horowitz      |
|       2633 | Kathaleen U Beach        |
|       2634 | Katharine N Boren        |
|       2635 | Kathe Palacios           |
|       2636 | Katherina V Gant         |
|       2637 | Katherine G Kane         |
|       2638 | Katherine Mendoza        |
|       2639 | Katherine X Black        |
|       2640 | Katheryn Wolf            |
|       2641 | Kathey Krebs             |
|       2642 | Kathleen Hubbard         |
|       2643 | Kathleen K Mooney        |
|       2644 | Kathleen Knight          |
|       2645 | Kathleen Merrill         |
|       2646 | Kathleen T Davenport     |
|       2647 | Kathrin Broadway         |
|       2648 | Kathrin L Kearney        |
|       2649 | Kathrine B Talbot        |
|       2650 | Kathryn B Stevens        |
|       2651 | Kathryn E Palmer         |
|       2652 | Kathryn G Griffin        |
|       2653 | Kathryn Mcconnell        |
|       2654 | Kathryn Morse            |
|       2655 | Kathryn U Mills          |
|       2656 | Kathryn V Hamilton       |
|       2657 | Kathy Henry              |
|       2658 | Kathy P Vaughan          |
|       2659 | Kathy Rhodes             |
|       2660 | Kathy T Jarvis           |
|       2661 | Kathy X Briggs           |
|       2662 | Kathy X Mcleod           |
|       2663 | Kathy Y Ortiz            |
|       2664 | Kathy Z Garrett          |
|       2665 | Kathyrn Z Barbosa        |
|       2666 | Katie A Battle           |
|       2667 | Katie D Cook             |
|       2668 | Katie Foreman            |
|       2669 | Katie Fry                |
|       2670 | Katie G Jarvis           |
|       2671 | Katie O Reeves           |
|       2672 | Katie Sims               |
|       2673 | Katie U Cobb             |
|       2674 | Katie V Oneil            |
|       2675 | Katy E Daniels           |
|       2676 | Keena Beam               |
|       2677 | Keenan I Mahan           |
|       2678 | Keisha Lord              |
|       2679 | Keith Bullock            |
|       2680 | Keith C Collins          |
|       2681 | Keith C Conley           |
|       2682 | Keith G Burton           |
|       2683 | Keith G Gross            |
|       2684 | Keith Lawrence           |
|       2685 | Keith S Casey            |
|       2686 | Kelle Y Mcdonnell        |
|       2687 | Kelley D Lemaster        |
|       2688 | Kelley O Durbin          |
|       2689 | Kelley S Watson          |
|       2690 | Kelley U Vines           |
|       2691 | Kelli T Mcpherson        |
|       2692 | Kelly Cooper             |
|       2693 | Kelly D Norman           |
|       2694 | Kelly Ellis              |
|       2695 | Kelly P Cross            |
|       2696 | Kelly S Hayden           |
|       2697 | Kelly U Jenkins          |
|       2698 | Kelly Wood               |
|       2699 | Kellye L Lockwood        |
|       2700 | Kelvin Aragon            |
|       2701 | Kelvin Bey               |
|       2702 | Kelvin H Milton          |
|       2703 | Kelvin K Phelps          |
|       2704 | Kelvin Weiner            |
|       2705 | Ken F Adamson            |
|       2706 | Kendall H Samples        |
|       2707 | Kendall Hylton           |
|       2708 | Kendall K Mock           |
|       2709 | Kendall S Dinkins        |
|       2710 | Kendall W Burt           |
|       2711 | Keneth Janes             |
|       2712 | Kenna V Lusk             |
|       2713 | Kenneth H Spencer        |
|       2714 | Kenneth I Kirby          |
|       2715 | Kenneth L Middleton      |
|       2716 | Kenneth Moore            |
|       2717 | Kenneth S Horton         |
|       2718 | Kenneth U Shepherd       |
|       2719 | Kenneth Y Carpenter      |
|       2720 | Kennith N Griffiths      |
|       2721 | Kenny C Meeks            |
|       2722 | Kenny W Fredrick         |
|       2723 | Kent R Proffitt          |
|       2724 | Kent Weddle              |
|       2725 | Kent Y Moorman           |
|       2726 | Kent Z Irving            |
|       2727 | Kenya W Raymond          |
|       2728 | Kenyetta Wilt            |
|       2729 | Kerri Wing               |
|       2730 | Kerry Y Bowles           |
|       2731 | Keturah Sweet            |
|       2732 | Kevin Beach              |
|       2733 | Kevin G Petersen         |
|       2734 | Kevin H Dixon            |
|       2735 | Kevin H Nunez            |
|       2736 | Kevin L Wilkins          |
|       2737 | Kevin Stein              |
|       2738 | Kevin W Lawrence         |
|       2739 | Khadijah A Isaacson      |
|       2740 | Kia M Urbina             |
|       2741 | Kiara Cate               |
|       2742 | Kiesha U Tuttle          |
|       2743 | Kim J Stone              |
|       2744 | Kim L Bonner             |
|       2745 | Kim Soto                 |
|       2746 | Kim V Reed               |
|       2747 | Kim X Mcfarland          |
|       2748 | Kim X Stephenson         |
|       2749 | Kimberlie Vaught         |
|       2750 | Kimberly C Cameron       |
|       2751 | Kimberly G Clay          |
|       2752 | Kimberly Horne           |
|       2753 | Kimberly J Mcfarland     |
|       2754 | Kimberly O Byers         |
|       2755 | Kimberly S Elliot        |
|       2756 | Kimberly S Franks        |
|       2757 | King K Troy              |
|       2758 | Kip M Tucker             |
|       2759 | Kirby C Stclair          |
|       2760 | Kirby Kroll              |
|       2761 | Kirk D Villagomez        |
|       2762 | Kirk I Hundley           |
|       2763 | Kirk L Goolsby           |
|       2764 | Kirk P Laroche           |
|       2765 | Kirk V Ledesma           |
|       2766 | Kitty Goulet             |
|       2767 | Kiyoko Holbrook          |
|       2768 | Kizzie U Cullen          |
|       2769 | Kizzy H Qualls           |
|       2770 | Kori G Monroe            |
|       2771 | Kory D Styles            |
|       2772 | Kraig B Benner           |
|       2773 | Kraig O Dalton           |
|       2774 | Kraig Roy                |
|       2775 | Kris Nash                |
|       2776 | Kris Place               |
|       2777 | Krishna L Bader          |
|       2778 | Krista X Gale            |
|       2779 | Kristel D Darden         |
|       2780 | Kristen Garner           |
|       2781 | Kristen M Stephens       |
|       2782 | Kristen Nesbitt          |
|       2783 | Kristen Peterson         |
|       2784 | Kristen Zamora           |
|       2785 | Kristin O Apple          |
|       2786 | Kristina R Coulter       |
|       2787 | Kristine S Trent         |
|       2788 | Kristine Welch           |
|       2789 | Kristy E France          |
|       2790 | Krystal L Keeton         |
|       2791 | Krystal O Emerson        |
|       2792 | Krystin K Bandy          |
|       2793 | Kum Wyatt                |
|       2794 | Kurt S Fenner            |
|       2795 | Kurtis Q Sallee          |
|       2796 | Kyle Bright              |
|       2797 | Kyle L Johnston          |
|       2798 | Kyle O Velazquez         |
|       2799 | Kyle Russell             |
|       2800 | Kyle S Kent              |
|       2801 | Kyle X Puckett           |
|       2802 | Kyoko H Bowser           |
|       2803 | Lacie E Bilodeau         |
|       2804 | Ladonna T Stovall        |
|       2805 | Lakeisha S Meadows       |
|       2806 | Lakia Sowers             |
|       2807 | Lakia Z Moorman          |
|       2808 | Lakita Bartholomew       |
|       2809 | Lamar K Allison          |
|       2810 | Lamont G Fletcher        |
|       2811 | Lamont X Olmstead        |
|       2812 | Lan Z Fusco              |
|       2813 | Lance Choate             |
|       2814 | Landon Y Stoner          |
|       2815 | Lane Marshall            |
|       2816 | Lanie B Wilmoth          |
|       2817 | Lanny B Noland           |
|       2818 | Lanny R Cota             |
|       2819 | Larae Thorpe             |
|       2820 | Larry E Knox             |
|       2821 | Larry England            |
|       2822 | Larry G Hand             |
|       2823 | Lashawn O Peltier        |
|       2824 | Lashon M Gantt           |
|       2825 | Latashia Mull            |
|       2826 | Latonia U Swearingen     |
|       2827 | Latonya Y Buckner        |
|       2828 | Laura B Solis            |
|       2829 | Laura Briggs             |
|       2830 | Laura D Obrien           |
|       2831 | Laura D Phillips         |
|       2832 | Laura E Kaufman          |
|       2833 | Laura I English          |
|       2834 | Laura I Livingston       |
|       2835 | Laura M Morgan           |
|       2836 | Laura R Payne            |
|       2837 | Laura W Miranda          |
|       2838 | Laura Y Conner           |
|       2839 | Lauran N Cloud           |
|       2840 | Lauren D Stuart          |
|       2841 | Lauren K Jordon          |
|       2842 | Lauren P Stout           |
|       2843 | Lauren Q Sheppard        |
|       2844 | Lauren S Patterson       |
|       2845 | Lauren Z Haines          |
|       2846 | Lauren Z Sheppard        |
|       2847 | Laurena H Arredondo      |
|       2848 | Laurence I Dietz         |
|       2849 | Laurence O Cerda         |
|       2850 | Laurence Wilde           |
|       2851 | Laurene D Mccaskill      |
|       2852 | Lauretta E Felton        |
|       2853 | Laurice Weis             |
|       2854 | Laurie K Lucas           |
|       2855 | Laurie N Welch           |
|       2856 | Laurie V Bryan           |
|       2857 | Laurie V Vincent         |
|       2858 | Laurie W Ramos           |
|       2859 | Laurie W Sparks          |
|       2860 | Laurine P Anderson       |
|       2861 | Lavada F Bolduc          |
|       2862 | Lavern Hardwick          |
|       2863 | Lavette A Mchenry        |
|       2864 | Lavina I Land            |
|       2865 | Lavona B Blythe          |
|       2866 | Lavona Q Camp            |
|       2867 | Lawana W Dewey           |
|       2868 | Lawrence B Velasquez     |
|       2869 | Lawrence Heredia         |
|       2870 | Lawrence N Hall          |
|       2871 | Lawrence Odonnell        |
|       2872 | Lawrence V Booker        |
|       2873 | Lawrence V Watkins       |
|       2874 | Lazaro Selby             |
|       2875 | Lea Z Sanches            |
|       2876 | Leandra Friend           |
|       2877 | Leandra M Coffey         |
|       2878 | Leandro J Holm           |
|       2879 | Leanora E Dabbs          |
|       2880 | Leatrice G Rausch        |
|       2881 | Lee Hines                |
|       2882 | Lee Little               |
|       2883 | Lee U Leach              |
|       2884 | Leeann M Vandiver        |
|       2885 | Leena N Heflin           |
|       2886 | Leif Jett                |
|       2887 | Leila N Thrash           |
|       2888 | Leilani Reynoso          |
|       2889 | Leland Caldwell          |
|       2890 | Leland R Rowley          |
|       2891 | Lelia O Fairley          |
|       2892 | Lemuel L Hinds           |
|       2893 | Lemuel R Tolley          |
|       2894 | Lemuel Sallee            |
|       2895 | Len Mcmichael            |
|       2896 | Len O Blanks             |
|       2897 | Len Q Jaramillo          |
|       2898 | Lena S Cruse             |
|       2899 | Lenard W Ramsay          |
|       2900 | Lenna Bach               |
|       2901 | Leo Allen                |
|       2902 | Leo Beard                |
|       2903 | Leo Gilbert              |
|       2904 | Leo I Christensen        |
|       2905 | Leo Phillips             |
|       2906 | Leo U Rasmussen          |
|       2907 | Leola I Hume             |
|       2908 | Leon B Muse              |
|       2909 | Leon Bates               |
|       2910 | Leon Bowers              |
|       2911 | Leon G Whitney           |
|       2912 | Leon Kemp                |
|       2913 | Leon Pierce              |
|       2914 | Leon U Aguirre           |
|       2915 | Leon U Colon             |
|       2916 | Leon Whitehead           |
|       2917 | Leona Hopkins            |
|       2918 | Leonard A Meadows        |
|       2919 | Leonard Britt            |
|       2920 | Leonard Curtis           |
|       2921 | Leonard H Mooney         |
|       2922 | Leonard S Rosales        |
|       2923 | Leonard Tanner           |
|       2924 | Leonard Y Moore          |
|       2925 | Leonia D Nagle           |
|       2926 | Leota W Finney           |
|       2927 | Leroy Allen              |
|       2928 | Leroy I Graham           |
|       2929 | Leroy N Powell           |
|       2930 | Leroy Owen               |
|       2931 | Leroy U Fitzpatrick      |
|       2932 | Leroy Y Rosa             |
|       2933 | Leroy Z Martin           |
|       2934 | Les X Hammer             |
|       2935 | Lesley P Hebert          |
|       2936 | Lesley Q Fernandez       |
|       2937 | Lesley Schenk            |
|       2938 | Leslie C Amato           |
|       2939 | Leslie C Kent            |
|       2940 | Leslie Charles           |
|       2941 | Leslie Leonard           |
|       2942 | Leslie Mckay             |
|       2943 | Leslie O Griffin         |
|       2944 | Leslie U Himes           |
|       2945 | Leslie V Leach           |
|       2946 | Leslie W Shanks          |
|       2947 | Lessie Farias            |
|       2948 | Lester A Mckinney        |
|       2949 | Lester C Murray          |
|       2950 | Lester Leighton          |
|       2951 | Lester Merrill           |
|       2952 | Lester W Grimes          |
|       2953 | Leta V Spear             |
|       2954 | Leticia Kent             |
|       2955 | Letty L Tran             |
|       2956 | Letty O Thorton          |
|       2957 | Lewis Jacobson           |
|       2958 | Lewis K Navarro          |
|       2959 | Lewis M Howe             |
|       2960 | Lewis Mccall             |
|       2961 | Lewis N Carrillo         |
|       2962 | Lewis Pratt              |
|       2963 | Lewis Rhodes             |
|       2964 | Lewis Z Hester           |
|       2965 | Lia Kitchen              |
|       2966 | Liane Kish               |
|       2967 | Liberty Fennell          |
|       2968 | Lien E Ralph             |
|       2969 | Lien L Seiler            |
|       2970 | Lilli O Rader            |
|       2971 | Lillia Garvin            |
|       2972 | Lillian A Clarke         |
|       2973 | Lillian Bivens           |
|       2974 | Lillian E Knox           |
|       2975 | Lillian H Reyes          |
|       2976 | Lillian J Lynch          |
|       2977 | Lillian J Ramsey         |
|       2978 | Lillian J Strong         |
|       2979 | Lillian K Le             |
|       2980 | Lillian V White          |
|       2981 | Lillian W Mathews        |
|       2982 | Lillian W Rowe           |
|       2983 | Lillian X Kemp           |
|       2984 | Lillian Y Harrison       |
|       2985 | Lillie H Briggs          |
|       2986 | Lily Duggan              |
|       2987 | Lincoln Dalton           |
|       2988 | Lincoln P Canada         |
|       2989 | Lincoln U Forman         |
|       2990 | Linda C Leonard          |
|       2991 | Linda Foley              |
|       2992 | Linda G Sweet            |
|       2993 | Linda N Allison          |
|       2994 | Linda Q Madden           |
|       2995 | Linda S Lott             |
|       2996 | Linda Sanders            |
|       2997 | Linda T Woodward         |
|       2998 | Ling Q Hanlon            |
|       2999 | Lino X Albright          |
|       3000 | Linwood Meyers           |
|       3001 | Lionel C Rubin           |
|       3002 | Lionel O Hitt            |
|       3003 | Lionel O Pomeroy         |
|       3004 | Lionel X Bey             |
|       3005 | Lisa Calderon            |
|       3006 | Lisa Compton             |
|       3007 | Lisa L Pugh              |
|       3008 | Lisa P Barry             |
|       3009 | Lisa Price               |
|       3010 | Lisa Serrano             |
|       3011 | Lisabeth D Bradshaw      |
|       3012 | Lisabeth Rincon          |
|       3013 | Lise J Garner            |
|       3014 | Lise K Vanhorn           |
|       3015 | Lissa D Goins            |
|       3016 | Livia A Crook            |
|       3017 | Lizabeth C Stevenson     |
|       3018 | Lizabeth T Guinn         |
|       3019 | Lizeth Z Cupp            |
|       3020 | Lloyd Blake              |
|       3021 | Lloyd Duncan             |
|       3022 | Lloyd E Downs            |
|       3023 | Lloyd P Fisher           |
|       3024 | Lloyd Q Wooten           |
|       3025 | Lloyd Y Walton           |
|       3026 | Loida G Christ           |
|       3027 | Loida Z Halstead         |
|       3028 | Lois Battle              |
|       3029 | Lois Cantrell            |
|       3030 | Lois L Barron            |
|       3031 | Lois O Butler            |
|       3032 | Lois Sears               |
|       3033 | Lois Yates               |
|       3034 | Lolita C Freund          |
|       3035 | Lon Y Grimm              |
|       3036 | Lona Mcdaniels           |
|       3037 | Long Marquis             |
|       3038 | Lonna X Tribble          |
|       3039 | Lonnie B Head            |
|       3040 | Lonnie C Caruso          |
|       3041 | Lonnie Kaplan            |
|       3042 | Lonnie L White           |
|       3043 | Lonny Q Hooks            |
|       3044 | Lonny Z Hatchett         |
|       3045 | Loren N Council          |
|       3046 | Lorene A Woodson         |
|       3047 | Lorenza P Staton         |
|       3048 | Lorenzo X Mattox         |
|       3049 | Loreta Fahey             |
|       3050 | Loretta Doyle            |
|       3051 | Loretta E Mclaughlin     |
|       3052 | Loretta Lyons            |
|       3053 | Loretta N Blevins        |
|       3054 | Loretta Nadeau           |
|       3055 | Loretta R Hale           |
|       3056 | Lori J Sellers           |
|       3057 | Lori Peterson            |
|       3058 | Lori Q Velez             |
|       3059 | Lori U Dunn              |
|       3060 | Lorraine D Rosa          |
|       3061 | Lorraine M Sharpe        |
|       3062 | Lorraine V Wong          |
|       3063 | Lorretta O Schott        |
|       3064 | Lou Hsu                  |
|       3065 | Lou L Boyd               |
|       3066 | Lou Q Amundson           |
|       3067 | Lou V Whitson            |
|       3068 | Louie L Rupp             |
|       3069 | Louie Shay               |
|       3070 | Louis Hewitt             |
|       3071 | Louis X Lynn             |
|       3072 | Louise A Gilliam         |
|       3073 | Louise C Fletcher        |
|       3074 | Louise Gamble            |
|       3075 | Louise O Barron          |
|       3076 | Louise Payne             |
|       3077 | Louise Q Tyler           |
|       3078 | Louise S Bradley         |
|       3079 | Louise Terry             |
|       3080 | Lovie A Alfonso          |
|       3081 | Lowell I Perales         |
|       3082 | Loyd H Han               |
|       3083 | Lu N Parr                |
|       3084 | Luanne B Vines           |
|       3085 | Luci R Beale             |
|       3086 | Lucia W Cowell           |
|       3087 | Luciano K Hildreth       |
|       3088 | Lucie B Hatfield         |
|       3089 | Lucien C Elam            |
|       3090 | Lucien Wyatt             |
|       3091 | Lucien Y Andrews         |
|       3092 | Lucila Steiner           |
|       3093 | Lucile R Orr             |
|       3094 | Lucille E Chan           |
|       3095 | Lucille U Benton         |
|       3096 | Lucio N Jacobsen         |
|       3097 | Lucio Y Styles           |
|       3098 | Lucius S Sena            |
|       3099 | Lucretia Holm            |
|       3100 | Lucy Cage                |
|       3101 | Lucy X Kidwell           |
|       3102 | Ludie Q Maloney          |
|       3103 | Luigi Minton             |
|       3104 | Luis A Herring           |
|       3105 | Luis A Norman            |
|       3106 | Luis Buckley             |
|       3107 | Luis H Terrell           |
|       3108 | Luis I Gaylord           |
|       3109 | Luis K David             |
|       3110 | Luis L Dunlap            |
|       3111 | Luis Q Abel              |
|       3112 | Luis S Flynn             |
|       3113 | Luis Sherman             |
|       3114 | Luis Stark               |
|       3115 | Luisa I Bernstein        |
|       3116 | Lula S Carson            |
|       3117 | Lupe E Withers           |
|       3118 | Lupe Frame               |
|       3119 | Lupe Luther              |
|       3120 | Lupe N Dowdy             |
|       3121 | Lura G Wren              |
|       3122 | Lurlene D Curtin         |
|       3123 | Lurline F Bateman        |
|       3124 | Lyle S Burdette          |
|       3125 | Lyn R Thorton            |
|       3126 | Lyndia P Mahoney         |
|       3127 | Lyndon Barbosa           |
|       3128 | Lyndon Cervantes         |
|       3129 | Lyndon T Broome          |
|       3130 | Lyndsey E Clements       |
|       3131 | Lynette Z Hsu            |
|       3132 | Lynn A Norton            |
|       3133 | Lynn Garrison            |
|       3134 | Lynn I Larsen            |
|       3135 | Lynn J Gallagher         |
|       3136 | Lynn J Hardin            |
|       3137 | Lynn Mccray              |
|       3138 | Lynn O Strickland        |
|       3139 | Lynn P Ballard           |
|       3140 | Lynn Peyton              |
|       3141 | Lynn T Derrick           |
|       3142 | Lynn T Mcguire           |
|       3143 | Lynn Woodward            |
|       3144 | Lynn X Bolen             |
|       3145 | Lynn X Snell             |
|       3146 | Lynna C Triplett         |
|       3147 | Lynnette T Tran          |
|       3148 | Lynwood K Gay            |
|       3149 | Ma Sandoval              |
|       3150 | Macy Shearer             |
|       3151 | Macy Z Engle             |
|       3152 | Maddie Totten            |
|       3153 | Madelaine Timm           |
|       3154 | Magdalene Smith          |
|       3155 | Mai G Spivey             |
|       3156 | Maire G Somerville       |
|       3157 | Maisie P Andre           |
|       3158 | Malcom B Rosenthal       |
|       3159 | Malcom F Steele          |
|       3160 | Malena Q Mcclure         |
|       3161 | Malisa E Magnuson        |
|       3162 | Manda T Higgins          |
|       3163 | Manual H Reichert        |
|       3164 | Manual N Neill           |
|       3165 | Manuel E Oconnor         |
|       3166 | Manuel I Foley           |
|       3167 | Manuel K Haley           |
|       3168 | Manuel Pickett           |
|       3169 | Maple P Mattox           |
|       3170 | Mara C Talley            |
|       3171 | Maragaret V Escamilla    |
|       3172 | Marc F Miner             |
|       3173 | Marcel M Moore           |
|       3174 | Marcel Whaley            |
|       3175 | Marcela H Randall        |
|       3176 | Marcela Stackhouse       |
|       3177 | Marcelene U Ledesma      |
|       3178 | Marcelene V Benner       |
|       3179 | Marcelino I Homer        |
|       3180 | Marcelino Vue            |
|       3181 | Marcellus Willett        |
|       3182 | Marcene A Fraser         |
|       3183 | Marci E Hager            |
|       3184 | Marcia R Fountain        |
|       3185 | Marco E Mcdaniel         |
|       3186 | Marco E Milam            |
|       3187 | Marco Z Snider           |
|       3188 | Marcus Avery             |
|       3189 | Marcus B Underwood       |
|       3190 | Marcus M Adams           |
|       3191 | Marcus N Moody           |
|       3192 | Marcus P Baker           |
|       3193 | Marcus P Porter          |
|       3194 | Marcus R Sykes           |
|       3195 | Marcus S Ferguson        |
|       3196 | Marcus T Montague        |
|       3197 | Marcus Y Franco          |
|       3198 | Margaret F Huber         |
|       3199 | Margaret Gordon          |
|       3200 | Margaret K Ratliff       |
|       3201 | Margaret Knight          |
|       3202 | Margaret Shepard         |
|       3203 | Margaret V Noel          |
|       3204 | Margaret Z Moreno        |
|       3205 | Margaretta S Huffman     |
|       3206 | Margarita T Mueller      |
|       3207 | Margarita Whitten        |
|       3208 | Margarite P Connors      |
|       3209 | Margarito Worley         |
|       3210 | Marge V Lew              |
|       3211 | Margo Langston           |
|       3212 | Margot K Foster          |
|       3213 | Marguerita G Morgan      |
|       3214 | Margurite Desantis       |
|       3215 | Margy Z Goldsmith        |
|       3216 | Maria B Paulk            |
|       3217 | Maria H Holman           |
|       3218 | Maria Hancock            |
|       3219 | Maria L Roman            |
|       3220 | Maria S Mann             |
|       3221 | Maria U Carroll          |
|       3222 | Maria U Dale             |
|       3223 | Mariah Gates             |
|       3224 | Mariah J Marsh           |
|       3225 | Mariann Almanza          |
|       3226 | Marianna D Trask         |
|       3227 | Marianna R Pringle       |
|       3228 | Marianne Bower           |
|       3229 | Mariano J Fierro         |
|       3230 | Maribel N Kozlowski      |
|       3231 | Maricela U Dubose        |
|       3232 | Marie E Jennings         |
|       3233 | Marie Gay                |
|       3234 | Marie L Hill             |
|       3235 | Marie Mcgowan            |
|       3236 | Marie Z Burks            |
|       3237 | Mariko T Faber           |
